yB_center,residual_center,count
0.3025,163.75,9
0.3025,166.25,6
0.3025,168.75,7
0.3025,171.25,7
0.3025,173.75,13
0.3025,176.25,10
0.3025,178.75,7
0.3025,181.25,5
0.3025,183.75,11
0.3025,186.25,3
0.3025,188.75,10
0.3025,191.25,5
0.3025,193.75,5
0.3025,196.25,9
0.3025,198.75,11
0.3025,201.25,7
0.3025,203.75,4
0.3025,206.25,3
0.3025,208.75,5
0.3025,211.25,3
0.3025,213.75,9
0.3025,216.25,5
0.3025,218.75,5
0.3025,221.25,7
0.3025,223.75,5
0.3025,226.25,6
0.3025,228.75,5
0.3025,231.25,3
0.3025,233.75,2
0.3025,236.25,5
0.3025,238.75,5
0.3025,241.25,2
0.3025,243.75,3
0.3025,246.25,5
0.3025,248.75,3
0.3025,251.25,7
0.3025,253.75,2
0.3025,256.25,6
0.3025,258.75,5
0.3025,261.25,1
0.3025,263.75,3
0.3025,266.25,3
0.3025,268.75,2
0.3025,271.25,3
0.3025,273.75,5
0.3025,276.25,1
0.3025,278.75,2
0.3025,281.25,1
0.3025,283.75,4
0.3025,286.25,3
0.3025,288.75,3
0.3025,291.25,1
0.3025,293.75,1
0.3025,296.25,2
0.3025,298.75,4
0.3075,-148.75,6
0.3075,-146.25,4
0.3075,-143.75,6
0.3075,-141.25,8
0.3075,-138.75,9
0.3075,-136.25,3
0.3075,-133.75,11
0.3075,-131.25,2
0.3075,-128.75,12
0.3075,-126.25,5
0.3075,-123.75,3
0.3075,-121.25,4
0.3075,-118.75,9
0.3075,-116.25,3
0.3075,-113.75,9
0.3075,-111.25,10
0.3075,-108.75,8
0.3075,-106.25,9
0.3075,-103.75,13
0.3075,-101.25,5
0.3075,-98.75,13
0.3075,-96.25,16
0.3075,-93.75,12
0.3075,-91.25,22
0.3075,-88.75,13
0.3075,-86.25,15
0.3075,-83.75,16
0.3075,-81.25,22
0.3075,-78.75,19
0.3075,-76.25,22
0.3075,-73.75,26
0.3075,-71.25,24
0.3075,-68.75,27
0.3075,-66.25,32
0.3075,-63.75,49
0.3075,-61.25,48
0.3075,-58.75,60
0.3075,-56.25,84
0.3075,-53.75,114
0.3075,-51.25,118
0.3075,-48.75,137
0.3075,-46.25,165
0.3075,-43.75,242
0.3075,-41.25,285
0.3075,-38.75,342
0.3075,-36.25,365
0.3075,-33.75,431
0.3075,-31.25,483
0.3075,-28.75,598
0.3075,-26.25,593
0.3075,-23.75,617
0.3075,-21.25,725
0.3075,-18.75,789
0.3075,-16.25,893
0.3075,-13.75,1079
0.3075,-11.25,1231
0.3075,-8.75,1353
0.3075,-6.25,1444
0.3075,-3.75,1265
0.3075,-1.25,492
0.3075,1.25,8737
0.3075,3.75,2072
0.3075,6.25,3410
0.3075,8.75,4334
0.3075,11.25,5068
0.3075,13.75,5585
0.3075,16.25,6006
0.3075,18.75,6331
0.3075,21.25,6516
0.3075,23.75,6554
0.3075,26.25,6460
0.3075,28.75,6285
0.3075,31.25,6149
0.3075,33.75,5905
0.3075,36.25,5412
0.3075,38.75,5193
0.3075,41.25,4948
0.3075,43.75,4404
0.3075,46.25,4274
0.3075,48.75,3810
0.3075,51.25,3528
0.3075,53.75,3110
0.3075,56.25,2845
0.3075,58.75,2551
0.3075,61.25,2358
0.3075,63.75,2032
0.3075,66.25,1916
0.3075,68.75,1599
0.3075,71.25,1410
0.3075,73.75,1371
0.3075,76.25,1178
0.3075,78.75,1005
0.3075,81.25,900
0.3075,83.75,760
0.3075,86.25,658
0.3075,88.75,613
0.3075,91.25,546
0.3075,93.75,467
0.3075,96.25,359
0.3075,98.75,320
0.3075,101.25,278
0.3075,103.75,236
0.3075,106.25,207
0.3075,108.75,159
0.3075,111.25,130
0.3075,113.75,92
0.3075,116.25,114
0.3075,118.75,106
0.3075,121.25,97
0.3075,123.75,58
0.3075,126.25,64
0.3075,128.75,45
0.3075,131.25,39
0.3075,133.75,35
0.3075,136.25,37
0.3075,138.75,31
0.3075,141.25,29
0.3075,143.75,22
0.3075,146.25,24
0.3075,148.75,20
0.3075,151.25,11
0.3075,153.75,15
0.3075,156.25,10
0.3075,158.75,11
0.3075,161.25,9
0.3075,163.75,8
0.3075,166.25,5
0.3075,168.75,9
0.3075,171.25,8
0.3075,173.75,7
0.3075,176.25,6
0.3075,178.75,7
0.3075,181.25,8
0.3075,183.75,8
0.3075,186.25,7
0.3075,188.75,5
0.3075,191.25,4
0.3075,193.75,5
0.3075,196.25,9
0.3075,198.75,9
0.3075,201.25,5
0.3075,203.75,5
0.3075,206.25,4
0.3075,208.75,2
0.3075,211.25,10
0.3075,213.75,7
0.3075,216.25,9
0.3075,218.75,3
0.3075,221.25,2
0.3075,223.75,4
0.3075,226.25,3
0.3075,228.75,5
0.3075,231.25,7
0.3075,233.75,5
0.3075,236.25,7
0.3075,238.75,4
0.3075,241.25,4
0.3075,243.75,4
0.3075,246.25,7
0.3075,248.75,5
0.3075,251.25,2
0.3075,253.75,4
0.3075,256.25,2
0.3075,258.75,4
0.3075,261.25,5
0.3075,263.75,4
0.3075,266.25,3
0.3075,268.75,2
0.3075,271.25,3
0.3075,273.75,1
0.3075,276.25,4
0.3075,278.75,3
0.3075,281.25,5
0.3075,283.75,1
0.3075,288.75,1
0.3075,291.25,8
0.3075,293.75,2
0.3075,296.25,6
0.3075,298.75,1
0.3125,-148.75,4
0.3125,-146.25,8
0.3125,-143.75,5
0.3125,-141.25,6
0.3125,-138.75,7
0.3125,-136.25,13
0.3125,-133.75,6
0.3125,-131.25,5
0.3125,-128.75,12
0.3125,-126.25,8
0.3125,-123.75,8
0.3125,-121.25,11
0.3125,-118.75,10
0.3125,-116.25,10
0.3125,-113.75,6
0.3125,-111.25,9
0.3125,-108.75,14
0.3125,-106.25,14
0.3125,-103.75,8
0.3125,-101.25,18
0.3125,-98.75,11
0.3125,-96.25,14
0.3125,-93.75,16
0.3125,-91.25,12
0.3125,-88.75,23
0.3125,-86.25,19
0.3125,-83.75,18
0.3125,-81.25,40
0.3125,-78.75,29
0.3125,-76.25,33
0.3125,-73.75,35
0.3125,-71.25,46
0.3125,-68.75,40
0.3125,-66.25,46
0.3125,-63.75,56
0.3125,-61.25,52
0.3125,-58.75,81
0.3125,-56.25,102
0.3125,-53.75,129
0.3125,-51.25,158
0.3125,-48.75,221
0.3125,-46.25,269
0.3125,-43.75,268
0.3125,-41.25,317
0.3125,-38.75,390
0.3125,-36.25,471
0.3125,-33.75,603
0.3125,-31.25,639
0.3125,-28.75,722
0.3125,-26.25,742
0.3125,-23.75,878
0.3125,-21.25,999
0.3125,-18.75,1137
0.3125,-16.25,1342
0.3125,-13.75,1424
0.3125,-11.25,1734
0.3125,-8.75,1851
0.3125,-6.25,1965
0.3125,-3.75,1508
0.3125,-1.25,526
0.3125,1.25,11989
0.3125,3.75,2383
0.3125,6.25,4294
0.3125,8.75,5143
0.3125,11.25,6057
0.3125,13.75,6495
0.3125,16.25,6836
0.3125,18.75,7339
0.3125,21.25,7256
0.3125,23.75,7322
0.3125,26.25,7174
0.3125,28.75,7181
0.3125,31.25,6903
0.3125,33.75,6471
0.3125,36.25,6142
0.3125,38.75,5548
0.3125,41.25,5392
0.3125,43.75,4968
0.3125,46.25,4424
0.3125,48.75,4069
0.3125,51.25,3695
0.3125,53.75,3326
0.3125,56.25,3097
0.3125,58.75,2780
0.3125,61.25,2376
0.3125,63.75,2194
0.3125,66.25,1918
0.3125,68.75,1791
0.3125,71.25,1538
0.3125,73.75,1333
0.3125,76.25,1190
0.3125,78.75,1009
0.3125,81.25,862
0.3125,83.75,737
0.3125,86.25,657
0.3125,88.75,527
0.3125,91.25,478
0.3125,93.75,421
0.3125,96.25,336
0.3125,98.75,288
0.3125,101.25,269
0.3125,103.75,211
0.3125,106.25,207
0.3125,108.75,167
0.3125,111.25,132
0.3125,113.75,101
0.3125,116.25,113
0.3125,118.75,69
0.3125,121.25,79
0.3125,123.75,56
0.3125,126.25,45
0.3125,128.75,43
0.3125,131.25,42
0.3125,133.75,30
0.3125,136.25,21
0.3125,138.75,26
0.3125,141.25,23
0.3125,143.75,14
0.3125,146.25,16
0.3125,148.75,6
0.3125,151.25,7
0.3125,153.75,10
0.3125,156.25,7
0.3125,158.75,9
0.3125,161.25,7
0.3125,163.75,4
0.3125,166.25,4
0.3125,168.75,9
0.3125,171.25,4
0.3125,173.75,2
0.3125,176.25,8
0.3125,178.75,5
0.3125,181.25,3
0.3125,183.75,4
0.3125,186.25,5
0.3125,188.75,5
0.3125,193.75,6
0.3125,196.25,4
0.3125,198.75,6
0.3125,201.25,4
0.3125,203.75,5
0.3125,206.25,5
0.3125,208.75,8
0.3125,211.25,7
0.3125,213.75,6
0.3125,216.25,4
0.3125,218.75,9
0.3125,221.25,6
0.3125,223.75,4
0.3125,226.25,6
0.3125,228.75,4
0.3125,231.25,6
0.3125,233.75,3
0.3125,236.25,3
0.3125,238.75,6
0.3125,241.25,2
0.3125,243.75,2
0.3125,246.25,2
0.3125,248.75,1
0.3125,251.25,1
0.3125,253.75,3
0.3125,256.25,3
0.3125,258.75,6
0.3125,261.25,3
0.3125,263.75,2
0.3125,266.25,2
0.3125,268.75,4
0.3125,271.25,3
0.3125,273.75,1
0.3125,276.25,2
0.3125,281.25,3
0.3125,283.75,4
0.3125,286.25,3
0.3125,293.75,1
0.3125,296.25,7
0.3175,-148.75,9
0.3175,-146.25,12
0.3175,-143.75,8
0.3175,-141.25,6
0.3175,-138.75,8
0.3175,-136.25,5
0.3175,-133.75,8
0.3175,-131.25,11
0.3175,-128.75,7
0.3175,-126.25,9
0.3175,-123.75,8
0.3175,-121.25,5
0.3175,-118.75,10
0.3175,-116.25,16
0.3175,-113.75,12
0.3175,-111.25,9
0.3175,-108.75,12
0.3175,-106.25,13
0.3175,-103.75,16
0.3175,-101.25,14
0.3175,-98.75,11
0.3175,-96.25,20
0.3175,-93.75,16
0.3175,-91.25,21
0.3175,-88.75,19
0.3175,-86.25,31
0.3175,-83.75,16
0.3175,-81.25,31
0.3175,-78.75,25
0.3175,-76.25,39
0.3175,-73.75,52
0.3175,-71.25,44
0.3175,-68.75,43
0.3175,-66.25,65
0.3175,-63.75,80
0.3175,-61.25,78
0.3175,-58.75,115
0.3175,-56.25,125
0.3175,-53.75,162
0.3175,-51.25,167
0.3175,-48.75,256
0.3175,-46.25,290
0.3175,-43.75,385
0.3175,-41.25,439
0.3175,-38.75,509
0.3175,-36.25,579
0.3175,-33.75,663
0.3175,-31.25,792
0.3175,-28.75,931
0.3175,-26.25,1019
0.3175,-23.75,1146
0.3175,-21.25,1313
0.3175,-18.75,1575
0.3175,-16.25,1812
0.3175,-13.75,2033
0.3175,-11.25,2255
0.3175,-8.75,2336
0.3175,-6.25,2492
0.3175,-3.75,1862
0.3175,-1.25,685
0.3175,1.25,16187
0.3175,3.75,2742
0.3175,6.25,4871
0.3175,8.75,6298
0.3175,11.25,7230
0.3175,13.75,7595
0.3175,16.25,7943
0.3175,18.75,8360
0.3175,21.25,8395
0.3175,23.75,8236
0.3175,26.25,8276
0.3175,28.75,8102
0.3175,31.25,7526
0.3175,33.75,7222
0.3175,36.25,6519
0.3175,38.75,6176
0.3175,41.25,5798
0.3175,43.75,5268
0.3175,46.25,4922
0.3175,48.75,4319
0.3175,51.25,3949
0.3175,53.75,3534
0.3175,56.25,3184
0.3175,58.75,2848
0.3175,61.25,2541
0.3175,63.75,2158
0.3175,66.25,1988
0.3175,68.75,1672
0.3175,71.25,1603
0.3175,73.75,1339
0.3175,76.25,1179
0.3175,78.75,1054
0.3175,81.25,885
0.3175,83.75,757
0.3175,86.25,666
0.3175,88.75,559
0.3175,91.25,488
0.3175,93.75,404
0.3175,96.25,331
0.3175,98.75,296
0.3175,101.25,252
0.3175,103.75,201
0.3175,106.25,189
0.3175,108.75,145
0.3175,111.25,119
0.3175,113.75,100
0.3175,116.25,93
0.3175,118.75,68
0.3175,121.25,62
0.3175,123.75,37
0.3175,126.25,46
0.3175,128.75,40
0.3175,131.25,19
0.3175,133.75,14
0.3175,136.25,28
0.3175,138.75,14
0.3175,141.25,15
0.3175,143.75,8
0.3175,146.25,5
0.3175,148.75,8
0.3175,151.25,5
0.3175,153.75,2
0.3175,156.25,5
0.3175,158.75,3
0.3175,161.25,9
0.3175,163.75,7
0.3175,166.25,5
0.3175,168.75,5
0.3175,171.25,3
0.3175,173.75,6
0.3175,176.25,5
0.3175,178.75,1
0.3175,181.25,3
0.3175,183.75,5
0.3175,186.25,2
0.3175,191.25,3
0.3175,193.75,2
0.3175,196.25,4
0.3175,201.25,4
0.3175,203.75,2
0.3175,206.25,4
0.3175,208.75,2
0.3175,211.25,7
0.3175,213.75,2
0.3175,216.25,8
0.3175,218.75,2
0.3175,221.25,3
0.3175,223.75,1
0.3175,226.25,3
0.3175,228.75,2
0.3175,231.25,3
0.3175,233.75,6
0.3175,236.25,1
0.3175,238.75,2
0.3175,241.25,2
0.3175,243.75,2
0.3175,246.25,4
0.3175,248.75,4
0.3175,251.25,3
0.3175,253.75,2
0.3175,256.25,3
0.3175,258.75,2
0.3175,261.25,6
0.3175,263.75,2
0.3175,266.25,6
0.3175,271.25,3
0.3175,273.75,2
0.3175,276.25,3
0.3175,278.75,3
0.3175,281.25,2
0.3175,283.75,2
0.3175,286.25,2
0.3175,288.75,5
0.3175,291.25,1
0.3175,293.75,2
0.3175,296.25,1
0.3175,298.75,1
0.3225,-148.75,13
0.3225,-146.25,5
0.3225,-143.75,14
0.3225,-141.25,9
0.3225,-138.75,5
0.3225,-136.25,14
0.3225,-133.75,9
0.3225,-131.25,9
0.3225,-128.75,4
0.3225,-126.25,13
0.3225,-123.75,7
0.3225,-121.25,9
0.3225,-118.75,8
0.3225,-116.25,10
0.3225,-113.75,14
0.3225,-111.25,16
0.3225,-108.75,21
0.3225,-106.25,21
0.3225,-103.75,6
0.3225,-101.25,20
0.3225,-98.75,26
0.3225,-96.25,23
0.3225,-93.75,21
0.3225,-91.25,21
0.3225,-88.75,29
0.3225,-86.25,23
0.3225,-83.75,37
0.3225,-81.25,43
0.3225,-78.75,43
0.3225,-76.25,56
0.3225,-73.75,54
0.3225,-71.25,70
0.3225,-68.75,46
0.3225,-66.25,81
0.3225,-63.75,93
0.3225,-61.25,115
0.3225,-58.75,142
0.3225,-56.25,189
0.3225,-53.75,239
0.3225,-51.25,281
0.3225,-48.75,317
0.3225,-46.25,376
0.3225,-43.75,485
0.3225,-41.25,577
0.3225,-38.75,676
0.3225,-36.25,735
0.3225,-33.75,862
0.3225,-31.25,1034
0.3225,-28.75,1141
0.3225,-26.25,1394
0.3225,-23.75,1529
0.3225,-21.25,1769
0.3225,-18.75,1972
0.3225,-16.25,2276
0.3225,-13.75,2700
0.3225,-11.25,2898
0.3225,-8.75,3184
0.3225,-6.25,3180
0.3225,-3.75,2292
0.3225,-1.25,771
0.3225,1.25,22322
0.3225,3.75,3310
0.3225,6.25,5781
0.3225,8.75,7545
0.3225,11.25,8700
0.3225,13.75,9131
0.3225,16.25,9435
0.3225,18.75,9541
0.3225,21.25,9388
0.3225,23.75,9308
0.3225,26.25,9090
0.3225,28.75,8618
0.3225,31.25,8245
0.3225,33.75,7559
0.3225,36.25,7295
0.3225,38.75,6625
0.3225,41.25,6154
0.3225,43.75,5571
0.3225,46.25,5030
0.3225,48.75,4575
0.3225,51.25,4081
0.3225,53.75,3709
0.3225,56.25,3126
0.3225,58.75,2912
0.3225,61.25,2691
0.3225,63.75,2172
0.3225,66.25,1989
0.3225,68.75,1777
0.3225,71.25,1456
0.3225,73.75,1234
0.3225,76.25,1135
0.3225,78.75,911
0.3225,81.25,814
0.3225,83.75,689
0.3225,86.25,633
0.3225,88.75,539
0.3225,91.25,446
0.3225,93.75,375
0.3225,96.25,355
0.3225,98.75,245
0.3225,101.25,255
0.3225,103.75,217
0.3225,106.25,170
0.3225,108.75,138
0.3225,111.25,121
0.3225,113.75,129
0.3225,116.25,78
0.3225,118.75,67
0.3225,121.25,64
0.3225,123.75,43
0.3225,126.25,42
0.3225,128.75,41
0.3225,131.25,29
0.3225,133.75,23
0.3225,136.25,17
0.3225,138.75,19
0.3225,141.25,8
0.3225,143.75,4
0.3225,146.25,11
0.3225,148.75,5
0.3225,151.25,8
0.3225,153.75,5
0.3225,156.25,6
0.3225,158.75,3
0.3225,161.25,4
0.3225,163.75,7
0.3225,166.25,8
0.3225,168.75,5
0.3225,171.25,2
0.3225,176.25,5
0.3225,178.75,11
0.3225,181.25,2
0.3225,183.75,5
0.3225,186.25,7
0.3225,188.75,10
0.3225,191.25,4
0.3225,193.75,2
0.3225,196.25,5
0.3225,198.75,3
0.3225,201.25,4
0.3225,203.75,4
0.3225,206.25,5
0.3225,208.75,5
0.3225,211.25,3
0.3225,213.75,2
0.3225,216.25,4
0.3225,218.75,3
0.3225,221.25,3
0.3225,226.25,4
0.3225,228.75,3
0.3225,231.25,3
0.3225,233.75,2
0.3225,236.25,3
0.3225,238.75,3
0.3225,241.25,1
0.3225,243.75,3
0.3225,246.25,1
0.3225,248.75,5
0.3225,251.25,5
0.3225,253.75,1
0.3225,256.25,6
0.3225,258.75,2
0.3225,261.25,3
0.3225,263.75,1
0.3225,271.25,4
0.3225,273.75,5
0.3225,276.25,5
0.3225,278.75,2
0.3225,281.25,2
0.3225,286.25,3
0.3225,296.25,2
0.3225,298.75,1
0.3275,-148.75,9
0.3275,-146.25,7
0.3275,-143.75,11
0.3275,-141.25,13
0.3275,-138.75,12
0.3275,-136.25,6
0.3275,-133.75,11
0.3275,-131.25,14
0.3275,-128.75,11
0.3275,-126.25,15
0.3275,-123.75,15
0.3275,-121.25,16
0.3275,-118.75,13
0.3275,-116.25,12
0.3275,-113.75,21
0.3275,-111.25,14
0.3275,-108.75,13
0.3275,-106.25,16
0.3275,-103.75,20
0.3275,-101.25,24
0.3275,-98.75,24
0.3275,-96.25,37
0.3275,-93.75,38
0.3275,-91.25,22
0.3275,-88.75,43
0.3275,-86.25,42
0.3275,-83.75,46
0.3275,-81.25,49
0.3275,-78.75,46
0.3275,-76.25,61
0.3275,-73.75,63
0.3275,-71.25,77
0.3275,-68.75,78
0.3275,-66.25,104
0.3275,-63.75,142
0.3275,-61.25,142
0.3275,-58.75,212
0.3275,-56.25,235
0.3275,-53.75,275
0.3275,-51.25,339
0.3275,-48.75,396
0.3275,-46.25,485
0.3275,-43.75,573
0.3275,-41.25,764
0.3275,-38.75,807
0.3275,-36.25,965
0.3275,-33.75,1063
0.3275,-31.25,1273
0.3275,-28.75,1467
0.3275,-26.25,1637
0.3275,-23.75,1914
0.3275,-21.25,2160
0.3275,-18.75,2498
0.3275,-16.25,2893
0.3275,-13.75,3228
0.3275,-11.25,3606
0.3275,-8.75,3901
0.3275,-6.25,3751
0.3275,-3.75,2814
0.3275,-1.25,922
0.3275,1.25,29197
0.3275,3.75,3817
0.3275,6.25,6517
0.3275,8.75,8587
0.3275,11.25,9925
0.3275,13.75,10408
0.3275,16.25,10696
0.3275,18.75,10915
0.3275,21.25,10641
0.3275,23.75,10398
0.3275,26.25,10152
0.3275,28.75,9369
0.3275,31.25,9045
0.3275,33.75,8367
0.3275,36.25,7709
0.3275,38.75,7153
0.3275,41.25,6379
0.3275,43.75,5794
0.3275,46.25,5323
0.3275,48.75,4615
0.3275,51.25,4099
0.3275,53.75,3670
0.3275,56.25,3276
0.3275,58.75,2842
0.3275,61.25,2572
0.3275,63.75,2186
0.3275,66.25,1931
0.3275,68.75,1727
0.3275,71.25,1485
0.3275,73.75,1254
0.3275,76.25,1008
0.3275,78.75,882
0.3275,81.25,803
0.3275,83.75,668
0.3275,86.25,583
0.3275,88.75,521
0.3275,91.25,384
0.3275,93.75,340
0.3275,96.25,294
0.3275,98.75,266
0.3275,101.25,212
0.3275,103.75,179
0.3275,106.25,186
0.3275,108.75,127
0.3275,111.25,103
0.3275,113.75,77
0.3275,116.25,71
0.3275,118.75,74
0.3275,121.25,42
0.3275,123.75,34
0.3275,126.25,34
0.3275,128.75,23
0.3275,131.25,21
0.3275,133.75,10
0.3275,136.25,8
0.3275,138.75,11
0.3275,141.25,6
0.3275,143.75,5
0.3275,146.25,3
0.3275,148.75,9
0.3275,151.25,7
0.3275,153.75,3
0.3275,156.25,4
0.3275,158.75,4
0.3275,161.25,5
0.3275,163.75,2
0.3275,166.25,4
0.3275,168.75,3
0.3275,171.25,4
0.3275,173.75,2
0.3275,178.75,2
0.3275,181.25,3
0.3275,183.75,3
0.3275,186.25,3
0.3275,188.75,4
0.3275,191.25,1
0.3275,193.75,3
0.3275,196.25,4
0.3275,198.75,1
0.3275,201.25,2
0.3275,203.75,2
0.3275,206.25,1
0.3275,208.75,5
0.3275,211.25,3
0.3275,213.75,2
0.3275,216.25,2
0.3275,218.75,2
0.3275,221.25,1
0.3275,223.75,1
0.3275,226.25,3
0.3275,228.75,2
0.3275,231.25,4
0.3275,233.75,3
0.3275,236.25,2
0.3275,241.25,2
0.3275,243.75,5
0.3275,246.25,1
0.3275,248.75,1
0.3275,251.25,4
0.3275,256.25,2
0.3275,258.75,5
0.3275,263.75,2
0.3275,266.25,2
0.3275,273.75,2
0.3275,276.25,3
0.3275,278.75,1
0.3275,283.75,2
0.3275,286.25,1
0.3275,293.75,2
0.3325,-148.75,10
0.3325,-146.25,9
0.3325,-143.75,10
0.3325,-141.25,12
0.3325,-138.75,11
0.3325,-136.25,11
0.3325,-133.75,17
0.3325,-131.25,16
0.3325,-128.75,11
0.3325,-126.25,7
0.3325,-123.75,15
0.3325,-121.25,15
0.3325,-118.75,24
0.3325,-116.25,20
0.3325,-113.75,17
0.3325,-111.25,19
0.3325,-108.75,21
0.3325,-106.25,30
0.3325,-103.75,40
0.3325,-101.25,22
0.3325,-98.75,29
0.3325,-96.25,32
0.3325,-93.75,30
0.3325,-91.25,49
0.3325,-88.75,46
0.3325,-86.25,49
0.3325,-83.75,53
0.3325,-81.25,49
0.3325,-78.75,61
0.3325,-76.25,69
0.3325,-73.75,91
0.3325,-71.25,112
0.3325,-68.75,119
0.3325,-66.25,120
0.3325,-63.75,161
0.3325,-61.25,172
0.3325,-58.75,232
0.3325,-56.25,266
0.3325,-53.75,298
0.3325,-51.25,404
0.3325,-48.75,460
0.3325,-46.25,559
0.3325,-43.75,677
0.3325,-41.25,828
0.3325,-38.75,992
0.3325,-36.25,1134
0.3325,-33.75,1318
0.3325,-31.25,1558
0.3325,-28.75,1773
0.3325,-26.25,2114
0.3325,-23.75,2352
0.3325,-21.25,2681
0.3325,-18.75,3289
0.3325,-16.25,3610
0.3325,-13.75,4054
0.3325,-11.25,4664
0.3325,-8.75,4753
0.3325,-6.25,4523
0.3325,-3.75,3169
0.3325,-1.25,961
0.3325,1.25,37002
0.3325,3.75,4303
0.3325,6.25,7328
0.3325,8.75,9366
0.3325,11.25,10954
0.3325,13.75,11522
0.3325,16.25,12093
0.3325,18.75,11953
0.3325,21.25,11640
0.3325,23.75,11387
0.3325,26.25,10920
0.3325,28.75,10309
0.3325,31.25,9753
0.3325,33.75,8757
0.3325,36.25,8113
0.3325,38.75,7119
0.3325,41.25,6656
0.3325,43.75,6135
0.3325,46.25,5371
0.3325,48.75,4678
0.3325,51.25,4182
0.3325,53.75,3647
0.3325,56.25,3189
0.3325,58.75,2796
0.3325,61.25,2427
0.3325,63.75,2127
0.3325,66.25,1833
0.3325,68.75,1535
0.3325,71.25,1271
0.3325,73.75,1240
0.3325,76.25,950
0.3325,78.75,803
0.3325,81.25,763
0.3325,83.75,631
0.3325,86.25,509
0.3325,88.75,477
0.3325,91.25,353
0.3325,93.75,321
0.3325,96.25,270
0.3325,98.75,242
0.3325,101.25,190
0.3325,103.75,146
0.3325,106.25,145
0.3325,108.75,96
0.3325,111.25,91
0.3325,113.75,69
0.3325,116.25,54
0.3325,118.75,53
0.3325,121.25,32
0.3325,123.75,35
0.3325,126.25,32
0.3325,128.75,16
0.3325,131.25,22
0.3325,133.75,11
0.3325,136.25,10
0.3325,138.75,8
0.3325,141.25,8
0.3325,143.75,3
0.3325,146.25,6
0.3325,148.75,1
0.3325,151.25,1
0.3325,153.75,4
0.3325,156.25,2
0.3325,158.75,2
0.3325,161.25,3
0.3325,163.75,1
0.3325,166.25,4
0.3325,168.75,1
0.3325,171.25,6
0.3325,173.75,2
0.3325,176.25,1
0.3325,178.75,2
0.3325,181.25,1
0.3325,183.75,1
0.3325,186.25,2
0.3325,191.25,4
0.3325,193.75,4
0.3325,198.75,1
0.3325,201.25,5
0.3325,203.75,6
0.3325,206.25,4
0.3325,208.75,3
0.3325,211.25,7
0.3325,213.75,1
0.3325,216.25,2
0.3325,218.75,1
0.3325,223.75,1
0.3325,226.25,4
0.3325,228.75,5
0.3325,231.25,2
0.3325,233.75,2
0.3325,236.25,1
0.3325,241.25,1
0.3325,246.25,1
0.3325,248.75,2
0.3325,251.25,2
0.3325,253.75,3
0.3325,256.25,1
0.3325,258.75,1
0.3325,261.25,2
0.3325,263.75,1
0.3325,266.25,4
0.3325,268.75,2
0.3325,276.25,6
0.3325,281.25,2
0.3325,286.25,1
0.3325,288.75,1
0.3325,293.75,1
0.3325,296.25,1
0.3325,298.75,2
0.3375,-148.75,7
0.3375,-146.25,19
0.3375,-143.75,10
0.3375,-141.25,11
0.3375,-138.75,10
0.3375,-136.25,17
0.3375,-133.75,19
0.3375,-131.25,14
0.3375,-128.75,9
0.3375,-126.25,11
0.3375,-123.75,20
0.3375,-121.25,21
0.3375,-118.75,16
0.3375,-116.25,25
0.3375,-113.75,26
0.3375,-111.25,25
0.3375,-108.75,24
0.3375,-106.25,31
0.3375,-103.75,22
0.3375,-101.25,47
0.3375,-98.75,38
0.3375,-96.25,45
0.3375,-93.75,37
0.3375,-91.25,48
0.3375,-88.75,32
0.3375,-86.25,63
0.3375,-83.75,68
0.3375,-81.25,68
0.3375,-78.75,82
0.3375,-76.25,86
0.3375,-73.75,80
0.3375,-71.25,115
0.3375,-68.75,116
0.3375,-66.25,145
0.3375,-63.75,188
0.3375,-61.25,211
0.3375,-58.75,242
0.3375,-56.25,339
0.3375,-53.75,397
0.3375,-51.25,439
0.3375,-48.75,570
0.3375,-46.25,659
0.3375,-43.75,773
0.3375,-41.25,935
0.3375,-38.75,1116
0.3375,-36.25,1354
0.3375,-33.75,1668
0.3375,-31.25,1821
0.3375,-28.75,2139
0.3375,-26.25,2464
0.3375,-23.75,2744
0.3375,-21.25,3399
0.3375,-18.75,3831
0.3375,-16.25,4192
0.3375,-13.75,4683
0.3375,-11.25,5403
0.3375,-8.75,5556
0.3375,-6.25,5139
0.3375,-3.75,3767
0.3375,-1.25,1105
0.3375,1.25,46102
0.3375,3.75,4932
0.3375,6.25,7868
0.3375,8.75,10483
0.3375,11.25,12124
0.3375,13.75,12741
0.3375,16.25,13063
0.3375,18.75,13396
0.3375,21.25,12690
0.3375,23.75,12209
0.3375,26.25,11480
0.3375,28.75,10872
0.3375,31.25,9889
0.3375,33.75,9166
0.3375,36.25,8369
0.3375,38.75,7716
0.3375,41.25,6671
0.3375,43.75,6018
0.3375,46.25,5443
0.3375,48.75,4812
0.3375,51.25,4202
0.3375,53.75,3685
0.3375,56.25,3128
0.3375,58.75,2756
0.3375,61.25,2283
0.3375,63.75,2022
0.3375,66.25,1732
0.3375,68.75,1464
0.3375,71.25,1302
0.3375,73.75,1087
0.3375,76.25,925
0.3375,78.75,776
0.3375,81.25,667
0.3375,83.75,559
0.3375,86.25,452
0.3375,88.75,382
0.3375,91.25,338
0.3375,93.75,284
0.3375,96.25,272
0.3375,98.75,169
0.3375,101.25,170
0.3375,103.75,154
0.3375,106.25,105
0.3375,108.75,110
0.3375,111.25,63
0.3375,113.75,67
0.3375,116.25,48
0.3375,118.75,42
0.3375,121.25,35
