yB_center,residual_center,count
0.2325,176.25,129
0.2325,178.75,88
0.2325,181.25,91
0.2325,183.75,98
0.2325,186.25,87
0.2325,188.75,92
0.2325,191.25,70
0.2325,193.75,62
0.2325,196.25,76
0.2325,198.75,55
0.2325,201.25,79
0.2325,203.75,66
0.2325,206.25,53
0.2325,208.75,57
0.2325,211.25,55
0.2325,213.75,61
0.2325,216.25,31
0.2325,218.75,41
0.2325,221.25,35
0.2325,223.75,41
0.2325,226.25,37
0.2325,228.75,35
0.2325,231.25,30
0.2325,233.75,45
0.2325,236.25,29
0.2325,238.75,36
0.2325,241.25,33
0.2325,243.75,31
0.2325,246.25,34
0.2325,248.75,22
0.2325,251.25,26
0.2325,253.75,17
0.2325,256.25,16
0.2325,258.75,18
0.2325,261.25,18
0.2325,263.75,19
0.2325,266.25,19
0.2325,268.75,20
0.2325,271.25,17
0.2325,273.75,19
0.2325,276.25,12
0.2325,278.75,10
0.2325,281.25,14
0.2325,283.75,19
0.2325,286.25,17
0.2325,288.75,14
0.2325,291.25,10
0.2325,293.75,17
0.2325,296.25,9
0.2325,298.75,5
0.2375,-136.25,3
0.2375,-133.75,2
0.2375,-123.75,1
0.2375,-116.25,2
0.2375,-111.25,1
0.2375,-108.75,1
0.2375,-101.25,1
0.2375,-98.75,4
0.2375,-96.25,4
0.2375,-93.75,1
0.2375,-86.25,1
0.2375,-83.75,2
0.2375,-78.75,1
0.2375,-76.25,2
0.2375,-71.25,1
0.2375,-68.75,1
0.2375,-66.25,2
0.2375,-63.75,3
0.2375,-61.25,5
0.2375,-58.75,4
0.2375,-56.25,1
0.2375,-53.75,1
0.2375,-51.25,1
0.2375,-48.75,1
0.2375,-46.25,3
0.2375,-43.75,2
0.2375,-41.25,2
0.2375,-38.75,6
0.2375,-36.25,9
0.2375,-33.75,6
0.2375,-31.25,12
0.2375,-28.75,17
0.2375,-26.25,17
0.2375,-23.75,17
0.2375,-21.25,24
0.2375,-18.75,27
0.2375,-16.25,26
0.2375,-13.75,33
0.2375,-11.25,30
0.2375,-8.75,26
0.2375,-6.25,32
0.2375,-3.75,16
0.2375,-1.25,1
0.2375,1.25,65
0.2375,3.75,8
0.2375,6.25,24
0.2375,8.75,20
0.2375,11.25,23
0.2375,13.75,20
0.2375,16.25,25
0.2375,18.75,26
0.2375,21.25,71
0.2375,23.75,81
0.2375,26.25,123
0.2375,28.75,141
0.2375,31.25,175
0.2375,33.75,239
0.2375,36.25,342
0.2375,38.75,382
0.2375,41.25,491
0.2375,43.75,564
0.2375,46.25,653
0.2375,48.75,741
0.2375,51.25,820
0.2375,53.75,907
0.2375,56.25,921
0.2375,58.75,982
0.2375,61.25,983
0.2375,63.75,1020
0.2375,66.25,1004
0.2375,68.75,1029
0.2375,71.25,896
0.2375,73.75,870
0.2375,76.25,850
0.2375,78.75,772
0.2375,81.25,768
0.2375,83.75,700
0.2375,86.25,701
0.2375,88.75,572
0.2375,91.25,530
0.2375,93.75,528
0.2375,96.25,526
0.2375,98.75,442
0.2375,101.25,437
0.2375,103.75,422
0.2375,106.25,370
0.2375,108.75,366
0.2375,111.25,354
0.2375,113.75,319
0.2375,116.25,342
0.2375,118.75,320
0.2375,121.25,295
0.2375,123.75,257
0.2375,126.25,273
0.2375,128.75,260
0.2375,131.25,285
0.2375,133.75,232
0.2375,136.25,270
0.2375,138.75,264
0.2375,141.25,219
0.2375,143.75,213
0.2375,146.25,214
0.2375,148.75,185
0.2375,151.25,196
0.2375,153.75,206
0.2375,156.25,204
0.2375,158.75,164
0.2375,161.25,171
0.2375,163.75,142
0.2375,166.25,129
0.2375,168.75,104
0.2375,171.25,131
0.2375,173.75,135
0.2375,176.25,111
0.2375,178.75,100
0.2375,181.25,91
0.2375,183.75,93
0.2375,186.25,74
0.2375,188.75,81
0.2375,191.25,69
0.2375,193.75,74
0.2375,196.25,72
0.2375,198.75,64
0.2375,201.25,67
0.2375,203.75,68
0.2375,206.25,53
0.2375,208.75,58
0.2375,211.25,48
0.2375,213.75,54
0.2375,216.25,52
0.2375,218.75,42
0.2375,221.25,37
0.2375,223.75,24
0.2375,226.25,44
0.2375,228.75,32
0.2375,231.25,33
0.2375,233.75,38
0.2375,236.25,26
0.2375,238.75,34
0.2375,241.25,26
0.2375,243.75,24
0.2375,246.25,28
0.2375,248.75,24
0.2375,251.25,19
0.2375,253.75,21
0.2375,256.25,13
0.2375,258.75,23
0.2375,261.25,13
0.2375,263.75,17
0.2375,266.25,10
0.2375,268.75,12
0.2375,271.25,25
0.2375,273.75,15
0.2375,276.25,17
0.2375,278.75,14
0.2375,281.25,14
0.2375,283.75,15
0.2375,286.25,5
0.2375,288.75,13
0.2375,291.25,7
0.2375,293.75,14
0.2375,296.25,12
0.2375,298.75,7
0.2425,-143.75,2
0.2425,-138.75,2
0.2425,-136.25,1
0.2425,-133.75,1
0.2425,-128.75,1
0.2425,-126.25,3
0.2425,-116.25,2
0.2425,-108.75,1
0.2425,-106.25,2
0.2425,-103.75,1
0.2425,-101.25,1
0.2425,-98.75,1
0.2425,-96.25,2
0.2425,-93.75,2
0.2425,-91.25,2
0.2425,-88.75,2
0.2425,-86.25,1
0.2425,-81.25,3
0.2425,-78.75,1
0.2425,-76.25,3
0.2425,-71.25,1
0.2425,-68.75,2
0.2425,-66.25,4
0.2425,-63.75,2
0.2425,-61.25,2
0.2425,-58.75,2
0.2425,-56.25,3
0.2425,-53.75,5
0.2425,-51.25,3
0.2425,-48.75,6
0.2425,-46.25,2
0.2425,-43.75,6
0.2425,-41.25,7
0.2425,-38.75,7
0.2425,-36.25,14
0.2425,-33.75,13
0.2425,-31.25,19
0.2425,-28.75,20
0.2425,-26.25,25
0.2425,-23.75,32
0.2425,-21.25,28
0.2425,-18.75,28
0.2425,-16.25,32
0.2425,-13.75,36
0.2425,-11.25,52
0.2425,-8.75,55
0.2425,-6.25,31
0.2425,-3.75,19
0.2425,-1.25,1
0.2425,1.25,92
0.2425,3.75,13
0.2425,6.25,23
0.2425,8.75,26
0.2425,11.25,30
0.2425,13.75,40
0.2425,16.25,56
0.2425,18.75,77
0.2425,21.25,121
0.2425,23.75,152
0.2425,26.25,183
0.2425,28.75,266
0.2425,31.25,346
0.2425,33.75,375
0.2425,36.25,508
0.2425,38.75,584
0.2425,41.25,798
0.2425,43.75,889
0.2425,46.25,950
0.2425,48.75,1124
0.2425,51.25,1155
0.2425,53.75,1146
0.2425,56.25,1193
0.2425,58.75,1183
0.2425,61.25,1143
0.2425,63.75,1211
0.2425,66.25,1150
0.2425,68.75,1032
0.2425,71.25,964
0.2425,73.75,946
0.2425,76.25,890
0.2425,78.75,842
0.2425,81.25,739
0.2425,83.75,770
0.2425,86.25,679
0.2425,88.75,598
0.2425,91.25,601
0.2425,93.75,557
0.2425,96.25,451
0.2425,98.75,445
0.2425,101.25,443
0.2425,103.75,467
0.2425,106.25,428
0.2425,108.75,405
0.2425,111.25,398
0.2425,113.75,379
0.2425,116.25,346
0.2425,118.75,324
0.2425,121.25,335
0.2425,123.75,299
0.2425,126.25,289
0.2425,128.75,292
0.2425,131.25,285
0.2425,133.75,296
0.2425,136.25,266
0.2425,138.75,241
0.2425,141.25,236
0.2425,143.75,237
0.2425,146.25,221
0.2425,148.75,180
0.2425,151.25,165
0.2425,153.75,184
0.2425,156.25,130
0.2425,158.75,168
0.2425,161.25,138
0.2425,163.75,152
0.2425,166.25,115
0.2425,168.75,124
0.2425,171.25,101
0.2425,173.75,106
0.2425,176.25,98
0.2425,178.75,74
0.2425,181.25,107
0.2425,183.75,81
0.2425,186.25,47
0.2425,188.75,77
0.2425,191.25,66
0.2425,193.75,57
0.2425,196.25,60
0.2425,198.75,74
0.2425,201.25,61
0.2425,203.75,63
0.2425,206.25,47
0.2425,208.75,38
0.2425,211.25,43
0.2425,213.75,46
0.2425,216.25,45
0.2425,218.75,41
0.2425,221.25,40
0.2425,223.75,39
0.2425,226.25,33
0.2425,228.75,30
0.2425,231.25,25
0.2425,233.75,21
0.2425,236.25,26
0.2425,238.75,23
0.2425,241.25,24
0.2425,243.75,28
0.2425,246.25,19
0.2425,248.75,19
0.2425,251.25,25
0.2425,253.75,26
0.2425,256.25,16
0.2425,258.75,9
0.2425,261.25,20
0.2425,263.75,10
0.2425,266.25,28
0.2425,268.75,21
0.2425,271.25,19
0.2425,273.75,9
0.2425,276.25,15
0.2425,278.75,19
0.2425,281.25,6
0.2425,283.75,15
0.2425,286.25,5
0.2425,288.75,9
0.2425,291.25,3
0.2425,293.75,5
0.2425,296.25,8
0.2425,298.75,5
0.2475,-148.75,3
0.2475,-141.25,1
0.2475,-138.75,1
0.2475,-136.25,1
0.2475,-133.75,1
0.2475,-131.25,2
0.2475,-126.25,1
0.2475,-123.75,2
0.2475,-121.25,3
0.2475,-118.75,1
0.2475,-116.25,1
0.2475,-113.75,1
0.2475,-111.25,1
0.2475,-108.75,1
0.2475,-106.25,1
0.2475,-103.75,2
0.2475,-101.25,2
0.2475,-98.75,1
0.2475,-93.75,1
0.2475,-91.25,3
0.2475,-83.75,2
0.2475,-81.25,2
0.2475,-78.75,1
0.2475,-76.25,3
0.2475,-73.75,2
0.2475,-68.75,2
0.2475,-66.25,1
0.2475,-63.75,2
0.2475,-61.25,4
0.2475,-58.75,3
0.2475,-53.75,4
0.2475,-51.25,5
0.2475,-48.75,6
0.2475,-46.25,4
0.2475,-43.75,6
0.2475,-41.25,12
0.2475,-38.75,16
0.2475,-36.25,20
0.2475,-33.75,12
0.2475,-31.25,29
0.2475,-28.75,32
0.2475,-26.25,33
0.2475,-23.75,39
0.2475,-21.25,45
0.2475,-18.75,60
0.2475,-16.25,65
0.2475,-13.75,37
0.2475,-11.25,51
0.2475,-8.75,47
0.2475,-6.25,36
0.2475,-3.75,23
0.2475,-1.25,10
0.2475,1.25,119
0.2475,3.75,23
0.2475,6.25,34
0.2475,8.75,53
0.2475,11.25,55
0.2475,13.75,70
0.2475,16.25,115
0.2475,18.75,158
0.2475,21.25,195
0.2475,23.75,284
0.2475,26.25,351
0.2475,28.75,443
0.2475,31.25,554
0.2475,33.75,703
0.2475,36.25,856
0.2475,38.75,987
0.2475,41.25,1056
0.2475,43.75,1195
0.2475,46.25,1358
0.2475,48.75,1388
0.2475,51.25,1386
0.2475,53.75,1426
0.2475,56.25,1454
0.2475,58.75,1342
0.2475,61.25,1318
0.2475,63.75,1274
0.2475,66.25,1156
0.2475,68.75,1147
0.2475,71.25,1101
0.2475,73.75,977
0.2475,76.25,952
0.2475,78.75,812
0.2475,81.25,775
0.2475,83.75,710
0.2475,86.25,666
0.2475,88.75,583
0.2475,91.25,647
0.2475,93.75,535
0.2475,96.25,517
0.2475,98.75,472
0.2475,101.25,475
0.2475,103.75,435
0.2475,106.25,406
0.2475,108.75,456
0.2475,111.25,404
0.2475,113.75,356
0.2475,116.25,354
0.2475,118.75,348
0.2475,121.25,329
0.2475,123.75,299
0.2475,126.25,301
0.2475,128.75,301
0.2475,131.25,287
0.2475,133.75,248
0.2475,136.25,273
0.2475,138.75,223
0.2475,141.25,203
0.2475,143.75,198
0.2475,146.25,197
0.2475,148.75,160
0.2475,151.25,152
0.2475,153.75,152
0.2475,156.25,144
0.2475,158.75,156
0.2475,161.25,130
0.2475,163.75,123
0.2475,166.25,126
0.2475,168.75,88
0.2475,171.25,87
0.2475,173.75,89
0.2475,176.25,80
0.2475,178.75,93
0.2475,181.25,78
0.2475,183.75,85
0.2475,186.25,59
0.2475,188.75,64
0.2475,191.25,55
0.2475,193.75,58
0.2475,196.25,46
0.2475,198.75,44
0.2475,201.25,43
0.2475,203.75,40
0.2475,206.25,50
0.2475,208.75,31
0.2475,211.25,35
0.2475,213.75,21
0.2475,216.25,33
0.2475,218.75,24
0.2475,221.25,21
0.2475,223.75,29
0.2475,226.25,40
0.2475,228.75,42
0.2475,231.25,28
0.2475,233.75,28
0.2475,236.25,25
0.2475,238.75,30
0.2475,241.25,20
0.2475,243.75,23
0.2475,246.25,23
0.2475,248.75,26
0.2475,251.25,23
0.2475,253.75,12
0.2475,256.25,23
0.2475,258.75,13
0.2475,261.25,9
0.2475,263.75,12
0.2475,266.25,11
0.2475,268.75,16
0.2475,271.25,10
0.2475,273.75,8
0.2475,276.25,14
0.2475,278.75,12
0.2475,281.25,11
0.2475,283.75,11
0.2475,286.25,4
0.2475,288.75,11
0.2475,291.25,4
0.2475,293.75,7
0.2475,296.25,5
0.2475,298.75,8
0.2525,-143.75,2
0.2525,-141.25,2
0.2525,-138.75,1
0.2525,-136.25,3
0.2525,-133.75,1
0.2525,-128.75,3
0.2525,-123.75,2
0.2525,-121.25,1
0.2525,-118.75,1
0.2525,-113.75,1
0.2525,-111.25,1
0.2525,-106.25,3
0.2525,-101.25,5
0.2525,-98.75,2
0.2525,-96.25,1
0.2525,-93.75,3
0.2525,-91.25,3
0.2525,-88.75,1
0.2525,-86.25,1
0.2525,-83.75,4
0.2525,-81.25,1
0.2525,-78.75,4
0.2525,-76.25,1
0.2525,-73.75,6
0.2525,-66.25,2
0.2525,-63.75,4
0.2525,-61.25,3
0.2525,-58.75,10
0.2525,-56.25,1
0.2525,-53.75,6
0.2525,-51.25,6
0.2525,-48.75,10
0.2525,-46.25,5
0.2525,-43.75,11
0.2525,-41.25,16
0.2525,-38.75,23
0.2525,-36.25,17
0.2525,-33.75,21
0.2525,-31.25,29
0.2525,-28.75,49
0.2525,-26.25,37
0.2525,-23.75,49
0.2525,-21.25,62
0.2525,-18.75,72
0.2525,-16.25,71
0.2525,-13.75,79
0.2525,-11.25,57
0.2525,-8.75,57
0.2525,-6.25,58
0.2525,-3.75,29
0.2525,-1.25,15
0.2525,1.25,135
0.2525,3.75,42
0.2525,6.25,59
0.2525,8.75,65
0.2525,11.25,110
0.2525,13.75,149
0.2525,16.25,188
0.2525,18.75,270
0.2525,21.25,339
0.2525,23.75,436
0.2525,26.25,536
0.2525,28.75,760
0.2525,31.25,896
0.2525,33.75,1105
0.2525,36.25,1152
0.2525,38.75,1333
0.2525,41.25,1507
0.2525,43.75,1551
0.2525,46.25,1687
0.2525,48.75,1760
0.2525,51.25,1633
0.2525,53.75,1699
0.2525,56.25,1656
0.2525,58.75,1496
0.2525,61.25,1416
0.2525,63.75,1401
0.2525,66.25,1284
0.2525,68.75,1293
0.2525,71.25,1105
0.2525,73.75,1000
0.2525,76.25,924
0.2525,78.75,853
0.2525,81.25,769
0.2525,83.75,733
0.2525,86.25,625
0.2525,88.75,662
0.2525,91.25,639
0.2525,93.75,619
0.2525,96.25,567
0.2525,98.75,544
0.2525,101.25,522
0.2525,103.75,483
0.2525,106.25,470
0.2525,108.75,426
0.2525,111.25,401
0.2525,113.75,410
0.2525,116.25,335
0.2525,118.75,370
0.2525,121.25,315
0.2525,123.75,294
0.2525,126.25,290
0.2525,128.75,285
0.2525,131.25,247
0.2525,133.75,270
0.2525,136.25,245
0.2525,138.75,225
0.2525,141.25,213
0.2525,143.75,209
0.2525,146.25,192
0.2525,148.75,159
0.2525,151.25,153
0.2525,153.75,137
0.2525,156.25,118
0.2525,158.75,108
0.2525,161.25,97
0.2525,163.75,128
0.2525,166.25,82
0.2525,168.75,104
0.2525,171.25,95
0.2525,173.75,67
0.2525,176.25,75
0.2525,178.75,54
0.2525,181.25,74
0.2525,183.75,58
0.2525,186.25,49
0.2525,188.75,48
0.2525,191.25,49
0.2525,193.75,43
0.2525,196.25,40
0.2525,198.75,43
0.2525,201.25,38
0.2525,203.75,45
0.2525,206.25,31
0.2525,208.75,21
0.2525,211.25,34
0.2525,213.75,24
0.2525,216.25,24
0.2525,218.75,23
0.2525,221.25,33
0.2525,223.75,38
0.2525,226.25,28
0.2525,228.75,33
0.2525,231.25,28
0.2525,233.75,11
0.2525,236.25,18
0.2525,238.75,25
0.2525,241.25,17
0.2525,243.75,24
0.2525,246.25,23
0.2525,248.75,16
0.2525,251.25,17
0.2525,253.75,10
0.2525,256.25,11
0.2525,258.75,10
0.2525,261.25,15
0.2525,263.75,13
0.2525,266.25,14
0.2525,268.75,12
0.2525,271.25,13
0.2525,273.75,17
0.2525,276.25,8
0.2525,278.75,7
0.2525,281.25,10
0.2525,283.75,12
0.2525,286.25,7
0.2525,288.75,8
0.2525,291.25,3
0.2525,293.75,6
0.2525,296.25,7
0.2525,298.75,6
0.2575,-148.75,1
0.2575,-146.25,1
0.2575,-143.75,1
0.2575,-138.75,2
0.2575,-136.25,1
0.2575,-133.75,1
0.2575,-131.25,2
0.2575,-128.75,3
0.2575,-126.25,2
0.2575,-123.75,2
0.2575,-121.25,2
0.2575,-116.25,3
0.2575,-113.75,3
0.2575,-111.25,1
0.2575,-108.75,3
0.2575,-106.25,2
0.2575,-103.75,5
0.2575,-98.75,2
0.2575,-96.25,1
0.2575,-93.75,4
0.2575,-91.25,2
0.2575,-88.75,3
0.2575,-86.25,3
0.2575,-83.75,1
0.2575,-81.25,2
0.2575,-78.75,1
0.2575,-76.25,4
0.2575,-73.75,4
0.2575,-71.25,5
0.2575,-68.75,4
0.2575,-63.75,5
0.2575,-61.25,3
0.2575,-58.75,3
0.2575,-56.25,4
0.2575,-53.75,12
0.2575,-51.25,9
0.2575,-48.75,8
0.2575,-46.25,10
0.2575,-43.75,17
0.2575,-41.25,19
0.2575,-38.75,21
0.2575,-36.25,38
0.2575,-33.75,44
0.2575,-31.25,41
0.2575,-28.75,53
0.2575,-26.25,61
0.2575,-23.75,77
0.2575,-21.25,58
0.2575,-18.75,84
0.2575,-16.25,73
0.2575,-13.75,67
0.2575,-11.25,65
0.2575,-8.75,63
0.2575,-6.25,73
0.2575,-3.75,32
0.2575,-1.25,8
0.2575,1.25,177
0.2575,3.75,60
0.2575,6.25,99
0.2575,8.75,112
0.2575,11.25,173
0.2575,13.75,219
0.2575,16.25,304
0.2575,18.75,430
0.2575,21.25,572
0.2575,23.75,657
0.2575,26.25,918
0.2575,28.75,1100
0.2575,31.25,1346
0.2575,33.75,1626
0.2575,36.25,1674
0.2575,38.75,1862
0.2575,41.25,1877
0.2575,43.75,1982
0.2575,46.25,1995
0.2575,48.75,1995
0.2575,51.25,1949
0.2575,53.75,1909
0.2575,56.25,1816
0.2575,58.75,1657
0.2575,61.25,1589
0.2575,63.75,1455
0.2575,66.25,1368
0.2575,68.75,1243
0.2575,71.25,1194
0.2575,73.75,1074
0.2575,76.25,980
0.2575,78.75,926
0.2575,81.25,860
0.2575,83.75,820
0.2575,86.25,728
0.2575,88.75,671
0.2575,91.25,641
0.2575,93.75,578
0.2575,96.25,584
0.2575,98.75,546
0.2575,101.25,538
0.2575,103.75,530
0.2575,106.25,425
0.2575,108.75,431
0.2575,111.25,433
0.2575,113.75,364
0.2575,116.25,376
0.2575,118.75,341
0.2575,121.25,306
0.2575,123.75,289
0.2575,126.25,243
0.2575,128.75,279
0.2575,131.25,269
0.2575,133.75,200
0.2575,136.25,216
0.2575,138.75,190
0.2575,141.25,184
0.2575,143.75,151
0.2575,146.25,142
0.2575,148.75,123
0.2575,151.25,128
0.2575,153.75,121
0.2575,156.25,114
0.2575,158.75,89
0.2575,161.25,90
0.2575,163.75,73
0.2575,166.25,78
0.2575,168.75,63
0.2575,171.25,66
0.2575,173.75,59
0.2575,176.25,76
0.2575,178.75,53
0.2575,181.25,51
0.2575,183.75,54
0.2575,186.25,50
0.2575,188.75,36
0.2575,191.25,41
0.2575,193.75,58
0.2575,196.25,28
0.2575,198.75,24
0.2575,201.25,31
0.2575,203.75,29
0.2575,206.25,43
0.2575,208.75,14
0.2575,211.25,28
0.2575,213.75,21
0.2575,216.25,26
0.2575,218.75,23
0.2575,221.25,27
0.2575,223.75,24
0.2575,226.25,23
0.2575,228.75,17
0.2575,231.25,20
0.2575,233.75,21
0.2575,236.25,15
0.2575,238.75,13
0.2575,241.25,11
0.2575,243.75,17
0.2575,246.25,13
0.2575,248.75,13
0.2575,251.25,11
0.2575,253.75,10
0.2575,256.25,16
0.2575,258.75,9
0.2575,261.25,7
0.2575,263.75,11
0.2575,266.25,8
0.2575,268.75,9
0.2575,271.25,8
0.2575,273.75,11
0.2575,276.25,13
0.2575,278.75,6
0.2575,281.25,7
0.2575,283.75,10
0.2575,286.25,3
0.2575,288.75,7
0.2575,291.25,5
0.2575,293.75,6
0.2575,296.25,3
0.2575,298.75,3
0.2625,-148.75,1
0.2625,-146.25,1
0.2625,-141.25,4
0.2625,-136.25,2
0.2625,-133.75,1
0.2625,-131.25,2
0.2625,-128.75,1
0.2625,-123.75,3
0.2625,-121.25,1
0.2625,-118.75,1
0.2625,-116.25,2
0.2625,-111.25,1
0.2625,-108.75,4
0.2625,-106.25,3
0.2625,-103.75,1
0.2625,-101.25,2
0.2625,-98.75,3
0.2625,-96.25,2
0.2625,-91.25,3
0.2625,-86.25,4
0.2625,-81.25,5
0.2625,-78.75,1
0.2625,-76.25,4
0.2625,-73.75,3
0.2625,-71.25,3
0.2625,-68.75,4
0.2625,-66.25,3
0.2625,-63.75,4
0.2625,-61.25,5
0.2625,-58.75,11
0.2625,-56.25,6
0.2625,-53.75,6
0.2625,-51.25,10
0.2625,-48.75,14
0.2625,-46.25,24
0.2625,-43.75,14
0.2625,-41.25,23
0.2625,-38.75,39
0.2625,-36.25,44
0.2625,-33.75,62
0.2625,-31.25,59
0.2625,-28.75,69
0.2625,-26.25,84
0.2625,-23.75,81
0.2625,-21.25,84
0.2625,-18.75,96
0.2625,-16.25,116
0.2625,-13.75,84
0.2625,-11.25,91
0.2625,-8.75,79
0.2625,-6.25,81
0.2625,-3.75,54
0.2625,-1.25,24
0.2625,1.25,227
0.2625,3.75,126
0.2625,6.25,123
0.2625,8.75,241
0.2625,11.25,304
0.2625,13.75,450
0.2625,16.25,525
0.2625,18.75,680
0.2625,21.25,864
0.2625,23.75,1121
0.2625,26.25,1373
0.2625,28.75,1678
0.2625,31.25,1806
0.2625,33.75,2117
0.2625,36.25,2122
0.2625,38.75,2243
0.2625,41.25,2343
0.2625,43.75,2240
0.2625,46.25,2281
0.2625,48.75,2177
0.2625,51.25,2014
0.2625,53.75,2098
0.2625,56.25,1883
0.2625,58.75,1817
0.2625,61.25,1612
0.2625,63.75,1533
0.2625,66.25,1422
0.2625,68.75,1267
0.2625,71.25,1142
0.2625,73.75,1059
0.2625,76.25,1050
0.2625,78.75,873
0.2625,81.25,887
0.2625,83.75,819
0.2625,86.25,754
0.2625,88.75,710
0.2625,91.25,709
0.2625,93.75,655
0.2625,96.25,608
0.2625,98.75,549
0.2625,101.25,529
0.2625,103.75,514
0.2625,106.25,445
0.2625,108.75,434
0.2625,111.25,341
0.2625,113.75,405
0.2625,116.25,331
0.2625,118.75,329
0.2625,121.25,267
0.2625,123.75,251
0.2625,126.25,259
0.2625,128.75,219
0.2625,131.25,180
0.2625,133.75,212
0.2625,136.25,171
0.2625,138.75,180
0.2625,141.25,169
0.2625,143.75,168
0.2625,146.25,132
0.2625,148.75,136
0.2625,151.25,111
0.2625,153.75,114
0.2625,156.25,86
0.2625,158.75,90
0.2625,161.25,66
0.2625,163.75,70
0.2625,166.25,55
0.2625,168.75,71
0.2625,171.25,56
0.2625,173.75,50
0.2625,176.25,53
0.2625,178.75,36
0.2625,181.25,51
0.2625,183.75,31
0.2625,186.25,33
0.2625,188.75,36
0.2625,191.25,36
0.2625,193.75,40
0.2625,196.25,22
0.2625,198.75,19
0.2625,201.25,24
0.2625,203.75,26
0.2625,206.25,16
0.2625,208.75,26
0.2625,211.25,28
0.2625,213.75,24
0.2625,216.25,15
0.2625,218.75,26
0.2625,221.25,15
0.2625,223.75,17
0.2625,226.25,22
0.2625,228.75,13
0.2625,231.25,21
0.2625,233.75,17
0.2625,236.25,14
0.2625,238.75,10
0.2625,241.25,19
0.2625,243.75,14
0.2625,246.25,13
0.2625,248.75,9
0.2625,251.25,12
0.2625,253.75,9
0.2625,256.25,7
0.2625,258.75,6
0.2625,261.25,10
0.2625,263.75,9
0.2625,266.25,12
0.2625,268.75,5
0.2625,271.25,7
0.2625,273.75,5
0.2625,276.25,7
0.2625,278.75,8
0.2625,281.25,10
0.2625,283.75,7
0.2625,286.25,6
0.2625,288.75,10
0.2625,291.25,9
0.2625,293.75,4
0.2625,296.25,9
0.2625,298.75,12
0.2675,-148.75,1
0.2675,-146.25,1
0.2675,-143.75,3
0.2675,-138.75,1
0.2675,-131.25,1
0.2675,-128.75,2
0.2675,-126.25,4
0.2675,-121.25,3
0.2675,-118.75,2
0.2675,-111.25,3
0.2675,-108.75,2
0.2675,-106.25,2
0.2675,-103.75,4
0.2675,-101.25,1
0.2675,-98.75,2
0.2675,-96.25,3
0.2675,-93.75,3
0.2675,-91.25,6
0.2675,-88.75,4
0.2675,-86.25,1
0.2675,-83.75,2
0.2675,-81.25,5
0.2675,-78.75,3
0.2675,-76.25,7
0.2675,-73.75,4
0.2675,-71.25,4
0.2675,-68.75,3
0.2675,-66.25,2
0.2675,-63.75,6
0.2675,-61.25,9
0.2675,-58.75,7
0.2675,-56.25,13
0.2675,-53.75,12
0.2675,-51.25,18
0.2675,-48.75,9
0.2675,-46.25,19
0.2675,-43.75,27
0.2675,-41.25,43
0.2675,-38.75,57
0.2675,-36.25,50
0.2675,-33.75,61
0.2675,-31.25,84
0.2675,-28.75,73
0.2675,-26.25,104
0.2675,-23.75,105
0.2675,-21.25,131
0.2675,-18.75,97
0.2675,-16.25,93
0.2675,-13.75,128
0.2675,-11.25,121
0.2675,-8.75,96
0.2675,-6.25,128
0.2675,-3.75,69
0.2675,-1.25,27
0.2675,1.25,321
0.2675,3.75,150
0.2675,6.25,242
0.2675,8.75,385
0.2675,11.25,476
0.2675,13.75,638
0.2675,16.25,871
0.2675,18.75,1073
0.2675,21.25,1354
0.2675,23.75,1596
0.2675,26.25,1827
0.2675,28.75,2105
0.2675,31.25,2380
0.2675,33.75,2383
0.2675,36.25,2505
0.2675,38.75,2718
0.2675,41.25,2636
0.2675,43.75,2502
0.2675,46.25,2453
0.2675,48.75,2356
0.2675,51.25,2201
0.2675,53.75,2149
0.2675,56.25,2005
0.2675,58.75,1807
0.2675,61.25,1609
0.2675,63.75,1487
0.2675,66.25,1460
0.2675,68.75,1326
0.2675,71.25,1195
0.2675,73.75,1157
0.2675,76.25,1115
0.2675,78.75,1002
0.2675,81.25,861
0.2675,83.75,852
0.2675,86.25,818
0.2675,88.75,713
0.2675,91.25,713
0.2675,93.75,604
0.2675,96.25,589
0.2675,98.75,540
0.2675,101.25,530
0.2675,103.75,464
0.2675,106.25,412
0.2675,108.75,425
0.2675,111.25,351
0.2675,113.75,333
0.2675,116.25,310
0.2675,118.75,267
0.2675,121.25,253
0.2675,123.75,228
0.2675,126.25,190
0.2675,128.75,183
0.2675,131.25,176
0.2675,133.75,179
0.2675,136.25,127
0.2675,138.75,142
0.2675,141.25,134
0.2675,143.75,112
0.2675,146.25,110
0.2675,148.75,109
0.2675,151.25,101
0.2675,153.75,104
0.2675,156.25,77
0.2675,158.75,76
0.2675,161.25,57
0.2675,163.75,53
0.2675,166.25,51
0.2675,168.75,40
0.2675,171.25,49
0.2675,173.75,52
0.2675,176.25,35
0.2675,178.75,43
0.2675,181.25,41
0.2675,183.75,28
0.2675,186.25,42
0.2675,188.75,40
0.2675,191.25,25
0.2675,193.75,23
0.2675,196.25,20
0.2675,198.75,22
0.2675,201.25,14
0.2675,203.75,17
0.2675,206.25,17
0.2675,208.75,14
0.2675,211.25,25
0.2675,213.75,21
0.2675,216.25,9
0.2675,218.75,17
0.2675,221.25,16
0.2675,223.75,19
0.2675,226.25,14
0.2675,228.75,10
0.2675,231.25,17
0.2675,233.75,12
0.2675,236.25,9
0.2675,238.75,12
0.2675,241.25,10
0.2675,243.75,5
0.2675,246.25,22
0.2675,248.75,11
0.2675,251.25,8
